Unnamed: 0,prompt,source,prompt_no
938,"How much the man had changed in the six years since he traveled to Fena Kef, fallen in love, and decided to stay there.",mnli,"Hvor mye mannen hadde endret seg i de seks årene siden han reiste til Fena Kef, ble forelsket og bestemte seg for å bli der."
939,I wasn't interested in any of the humanity right now.,mnli,Jeg var ikke interessert i noe av menneskeheten akkurat nå.
940,But he was sure the language he somehow spoke wasn't an ancient one.,mnli,Men han var sikker på at språket han på en eller annen måte snakket ikke var en gammel.
941,"Then I got up as softly as I could, and felt in the dark along the left-hand wall.",mnli,"Så reiste jeg meg så mykt jeg kunne, og kjente i mørket langs venstre vegg."
942,"My friend made me a smoothie last night. It was really tasty, but it had Strawberries in it. Unfortunately, I am allergic to strawberries.",roc,"Vennen min lagde en smoothie til meg i går kveld. Det var veldig velsmakende, men det var jordbær i den. Jeg er dessverre allergisk mot jordbær."
943,But they don't just want a body!' I insisted.,mnli,Men de vil ikke bare ha en kropp! 'Jeg insisterte.
944,I had to fight to even stay awake now.,mnli,Jeg måtte kjempe for å til og med holde meg våken nå.
945,"There was even a gandy cart, though no rails for it to run on.",mnli,"Det var til og med en kjerrevogn, men ingen skinner for den å kjøre på."
946,Don't tell me HIS nerves are out of order?',mnli,Ikke fortell meg at nervene HANS er ute av drift?
947,Cutting up old clothes to make quilts taught Jan to repurpose. She branched into making art from old music sheets and book covers.,roc,Å kutte opp gamle klær for å få dyner til å lære Jan å gjenbruke.Hun forgrenet seg til å lage kunst fra gamle musikkark og bokomslag.
948,Erica was finally redoing her bedroom. She bought a fantastic new bed. It was beautiful with an upholstered headboard. Erica couldn't wait to put the finishing touches on it.,roc,Erica holdt endelig på å gjøre om soverommet sitt. Hun kjøpte en fantastisk ny seng. Det var vakkert med en polstret sengegavl. Erica kunne ikke vente med å legge siste hånd på det.
949,Amy was looking forward to a relaxing weekend at home by the pool. She had switched shifts with a coworker to get an extra day off.,roc,Amy så frem til en avslappende helg hjemme ved bassenget. Hun hadde byttet skift med en kollega for å få en ekstra dag fri.
950,I went to a new doctor and noticed his office was very chaotic. I was not impressed with the doctor nor his diagnosis.,roc,Jeg gikk til en ny lege og la merke til at kontoret hans var veldig kaotisk. Jeg var ikke imponert over legen eller diagnosen hans.
951,"She was really beautiful, but not enough to become Miss.",mnli,"Hun var virkelig vakker, men ikke nok til å bli frøken."
952,Lauren was walking home from school. She suddenly heard a dog coming towards her. She was frightened but knew not to cower. Instead she stomped and yelled at the dog.,roc,"Lauren gikk hjem fra skolen. Hun hørte plutselig en hund komme mot henne. Hun ble redd, men visste at hun ikke skulle krype. I stedet trampet hun og ropte på hunden."
953,"He was obviously more intelligent than most, and better at conserving himself.",mnli,"Han var tydeligvis mer intelligent enn de fleste, og flinkere til å bevare seg selv."
954,Skylar had braces. They had been on his teeth for twelve years. He felt suspicious but assumed the orthodontist knew best.,roc,"Skylar hadde tannregulering. De hadde vært på tennene hans i tolv år. Han følte seg mistenksom, men antok at kjeveortopeden visste best."
955,"Calvin worked as a cook in a local restaurant kitchen. One day, the health inspector arrived. Calvin wasn't wearing a hat or hairnet. The inspector wrote up the restaurant.",roc,Calvin jobbet som kokk på et lokalt restaurantkjøkken. En dag kom helseinspektøren. Calvin hadde ikke på seg hatt eller hårnett. Inspektøren skrev opp restauranten.
956,"He leapt for the door, slamming it behind him.",mnli,Han sprang mot døren og slengte den bak seg.
957,Anne woke up with a terrible headache. She had been up late the night before studying for a big test. Anne looked in her bathroom for some pain killers.,roc,Anne våknet med en forferdelig hodepine. Hun hadde vært oppe sent kvelden før hun studerte til en stor prøve. Anne så på badet hennes etter noen smertestillende.
958,"Then there's the Duchess, about the school fete."" There was the murmur of a man's voice, and then Mrs. Inglethorp's rose in reply: ""Yes, certainly.",mnli,"Så er det hertuginnen, om skolefesten.» Det var mumlingen av en mannsstemme, og så reiste fru Inglethorps seg: «Ja, absolutt."
959,Nurse Janina sobbed now openly and from the hallway came the sound of loud and uncontrollable crying of the aide's and several other nurses.,mnli,"Sykepleier Janina hulket nå åpenlyst, og fra gangen kom lyden av høy og ukontrollerbar gråt fra hjelperens og flere andre sykepleiere."
960,"Cindy liked taking care of people. So she became a caregiver. Everyday, she took care of an old man inside his home. And they developed a close relationship.",roc,Cindy likte å ta vare på mennesker.Så hun ble en omsorgsperson.Hver dag tok hun seg av en gammel mann inne i hjemmet sitt.Og de utviklet et nært forhold.
961,"I see that you'd like, and I think I know what this is going to be about.",mnli,"Jeg ser at du vil like, og jeg tror jeg vet hva dette kommer til å handle om."
962,Joe decided to get a new job. He did not like the one he had. He was looking into a lot of new fields.,roc,Joe bestemte seg for å få en ny jobb. Han likte ikke den han hadde. Han så på mange nye felt.
963,"Czesiek took care of the development of the software, which for now they named 'John of the Disc'.",mnli,"Czesiek tok seg av utviklingen av programvaren, som de foreløpig kalte 'John of the Disc'."
964,Suzy just turned twenty one. Hence she wanted to try some wine. It tasted rather good she thought. She ended up buying a few bottles.,roc,Suzy ble bare tjueen.Derfor ønsket hun å prøve litt vin.Det smakte ganske godt hun tenkte.Hun endte opp med å kjøpe noen få flasker.
965,I? There was a faint insolence in her voice.,mnli,JEG? Det var en svak uforskammethet i stemmen hennes.
966,My friend Steve dated Sue in 1980. He and his sister were in college with her at the time.,roc,Min venn Steve datet Sue i 1980. Han og søsteren hans gikk på college med henne på den tiden.
967,"Ivan, said the Russian softly, ""perhaps you would not mind retiring into the next room  """,mnli,"Ivan, sa russeren mykt, ""kanskje du ikke hadde noe imot å trekke deg inn i neste rom"""
968,"Amanda didn't like to brush her teeth. As a result, her tooth enamel was very weak. One day she chipped her tooth after falling on her face.",roc,Amanda likte ikke å pusse tennene. Som et resultat var tannemaljen hennes veldig svak. En dag fliset hun tannen etter å ha falt i ansiktet.
969,"Hence the usefulness of that promising youth, Mr. T.",mnli,"Derfor nytten av den lovende ungdommen, Mr. T."
970,"Naomi noticed a cat sleeping on her porch when she took out her trash. Over the next few days, she noticed the cat spending more time there.",roc,Naomi la merke til en katt som sov på verandaen hennes da hun tok ut søpla.I løpet av de neste dagene la hun merke til at katten brukte mer tid der.
971,Sean was at work when his boss announced a new fundraiser. Sean researched the organization further and admired the cause. He felt very passionate and decided to get involved himself.,roc,Sean var på jobb da sjefen hans annonserte en ny pengeinnsamling. Sean undersøkte organisasjonen videre og beundret årsaken. Han følte seg veldig lidenskapelig og bestemte seg for å engasjere seg selv.
972,Heavy rain occurred on the highway. There was major traffic but everyone drove slowly. I had to increase my windshield wipers and flash my lights.,roc,"Det kom kraftig regn på motorveien. Det var stor trafikk, men alle kjørte sakte. Jeg måtte øke vindusviskerne og blinke med lysene."
973,He'd been unconscious long enough for them to have gathered any amount they wanted.,mnli,Han hadde vært bevisstløs lenge nok til at de hadde samlet inn et beløp de ønsket.
974,Bob needed money to buy a new iphone. He did not have a job. Bob decided to through the neighborhood and ask to mow lawns.,roc,Bob trengte penger for å kjøpe en ny iphone. Han hadde ikke jobb. Bob bestemte seg for å gå gjennom nabolaget og be om å få klippe plener.
975,"They were to break at a starting shot, head to the big tree which made an excellent landmark in the flat valley, rounding its patch of shade before returning to the starting point.",mnli,"De skulle bryte ved et startskudd, gå til det store treet som var et utmerket landemerke i den flate dalen, rundet skyggeflekken før de returnerte til utgangspunktet."
976,There was a small maple tree in Gus's yard. He watched it during a storm as the acorns fell. There was at last a single acorn on a branch.,roc,Det var et lite lønnetre i gården til Gus. Han så det under en storm mens eikenøtter falt. Det var endelig et enkelt eikenøtt på en gren.
977,Joan was a girl scout with a lot of badges. Joan was missing one particular badge. She tried and tried to get a fire started.,roc,Joan var en jentespeider med mange merker. Joan manglet ett spesielt merke. Hun prøvde og forsøkte å få opp en brann.
978,Captain Bayliss took out a patrol right away.,mnli,Kaptein Bayliss tok ut en patrulje med en gang.
979,"As he ripped his shirt back to look, the wound was closed already.",mnli,"Da han rev skjorten tilbake for å se, var såret allerede lukket."
980,"She didn't feel like writing her own greetings, so she logged in to bestbestbest.pl and filled out a short form.",mnli,"Hun hadde ikke lyst til å skrive sine egne hilsener, så hun logget på bestbestbest.pl og fylte ut et kort skjema."
981,Erik put some wood on the campfire. The fire grew bigger. Several people moved their chairs away from the fire. Erik put even more wood on the fire.,roc,Erik satte litt tre på bålet.Brannen ble større.Flere mennesker flyttet stolene sine bort fra brannen.Erik satte enda mer tre på bålet.
982,"You know, these are those brain core stimulating pills for creative thinking in the 3-7-3 team work mode.",mnli,"Du vet, dette er disse hjernestimulerende pillene for kreativ tenkning i 3-7-3 teamarbeidsmodus."
